SMILES,IC50_nM,pIC50
COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCCO,9999.0,5.000043431619807
COc1ccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,3.0,8.52
COc1ccc(C(=O)Nc2ncc(Cc3cccc(Cl)c3)s2)cc1OCCO,6.5,8.225000000000001
COc1ccc(C(=O)Nc2ncc(Cc3cccc(F)c3)s2)cc1OCCO,22.5,7.715
COc1ccc(C(=O)Nc2ncc(Cc3cccc(OC(F)(F)F)c3)s2)cc1OCCO,31.5,7.815
COc1ccc(C(=O)Nc2ncc(Oc3cccc(C(F)(F)F)c3)s2)cc1OCCO,1000.0,6.0
COc1ccc(C(=O)Nc2nnc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,8.0,8.1
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccc(C(F)(F)C(F)(F)F)cc3)on2)cc1,45000.0,4.346787486224656
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccc(C(F)(F)F)cc3)on2)cc1,45000.0,4.346787486224656
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccc(F)c(F)c3)on2)cc1,45000.0,4.346787486224656
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccc(F)c(OC)c3)on2)cc1,36630.0,4.44
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccc(OC(F)(F)F)cc3)on2)cc1,45000.0,4.346787486224656
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccc(OC)c(F)c3)on2)cc1,43540.0,4.36
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccc(OC)c(OC)c3)on2)cc1,32180.0,4.49
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccc4c(C)nn(C)c4c3)on2)cc1,45000.0,4.346787486224656
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccc4c(c3)OC(F)(F)O4)on2)cc1,45000.0,4.346787486224656
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccc4c(c3)OCO4)on2)c(F)c1,45000.0,4.346787486224656
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccc4c(c3)OCO4)on2)cc1,45000.0,4.346787486224656
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccc4c(c3)OCO4)on2)nc1,45000.0,4.346787486224656
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccc4nc(N(C)C)oc4c3)on2)cc1,14980.0,4.82
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccc4ncoc4c3)on2)cc1,45000.0,4.346787486224656
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccc4ocnc4c3)on2)cc1,45000.0,4.346787486224656
COc1ccc(C2CCCN2C(=O)c2cc(-c3cccc(OC)c3)on2)cc1,45000.0,4.346787486224656
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccccc3)on2)cc1,45000.0,4.346787486224656
COc1ccc(C2CCCN2C(=O)c2cc(-c3ccccc3OC)on2)cc1,45000.0,4.346787486224656
COc1ccc(Cl)c(N2CC3CN(c4ncc(-c5nnn(CC(=O)O)n5)s4)CC3C2)c1,2450.0,5.61
COc1ccc(Cn2cc(NC(=O)c3cc(-c4ccccc4)on3)cn2)cc1,45000.0,4.346787486224656
COc1ccc(NC(=O)c2ncc(Cc3cccc(C(F)(F)F)c3)s2)cc1OCCO,32.0,7.5
COc1ccc([C@@H]2CCCN2C(=O)c2cc(-c3ccc4c(c3)OCO4)on2)cc1,45000.0,4.346787486224656
COc1ccc([C@H]2CCCN2C(=O)c2cc(-c3ccc4c(c3)OCO4)on2)cc1,45000.0,4.346787486224656
COc1ccc2c(c1)N(C1CCN(c3ccc(-c4cnn(C)c4)nn3)CC1)CC2,407.0,6.39
COc1ccc2cc(C(=O)Nc3ncc(Cc4cccc(C(F)(F)F)c4)s3)ccc2c1,9.0,8.05
COc1ccc2ccn(C3CCN(c4ccc(-c5cnn(C)c5)nn4)CC3)c2c1,317.0,6.5
COc1ccc2nc(NC(=O)CCc3ccccc3)sc2c1,50000.0,4.301029995663981
COc1ccc2nc(NC(=O)c3ccc(C(=O)N4CCCCC4)cc3)sc2c1,775.0,6.13
COc1ccc2nc(NC(=O)c3ccc(C(=O)N4CCN(C)CC4)cc3)sc2c1,50000.0,4.301029995663981
COc1ccc2nc(NC(=O)c3ccc(C(=O)N4CCOCC4)cc3)sc2c1,26250.0,4.9505149978319904
COc1ccc2nc(NC(=O)c3ccc(C(=O)NCc4ccccc4)cc3)sc2c1,39.0,7.484999999999999
COc1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccc4)cc3)sc2c1,1604.0,6.8
COc1ccc2nc(NC(=O)c3ccc(C(=O)c4ccccn4)cc3)sc2c1,1011.0,6.68
COc1ccc2nc(NC(=O)c3ccc(C(=O)c4cccnc4)cc3)sc2c1,561.5,6.8
COc1ccc2nc(NC(=O)c3ccc(C(N)c4ccccc4)cc3)sc2c1,38.0,7.465
COc1ccc2nc(NC(=O)c3ccc(C(O)c4ccccn4)cc3)sc2c1,29.0,7.54
COc1ccc2nc(NC(=O)c3ccc(F)cc3)sc2c1,12950.0,5.324999999999999
COc1ccc2nc(NC(=O)c3ccc(N)cc3)sc2c1,11029.0,5.95
COc1ccc2nc(NC(=O)c3ccc(N=[N+]=[N-])cc3)sc2c1,25060.0,5.610514997831991
COc1ccc2nc(NC(=O)c3ccc(Nc4ccccc4)cc3)sc2c1,4472.0,6.205
COc1ccc2nc(NC(=O)c3ccc(OCc4ccccc4)cc3)sc2c1,8521.5,6.07
COc1ccc2nc(NC(=O)c3ccc([C@@H](N)c4ccccc4)cc3)sc2c1,2885.0,6.2
COc1ccc2nc(NC(=O)c3ccc([C@H](N)c4ccccc4)cc3)sc2c1,6050.0,5.34
COc1ccc2nc(NC(=O)c3ccc([N+](=O)[O-])cc3)sc2c1,1480.0,6.175
COc1ccc2nc(NC(=O)c3cccc(C)c3)sc2c1,13100.0,5.26
COc1ccc2nc(NC(=O)c3ccccc3)sc2c1,37500.0,4.475
COc1ccc2nc(NC(=O)c3cccnc3)sc2c1,19050.0,5.195
COc1ccc2nc(NS(=O)(=O)c3ccccc3)sc2c1,50000.0,4.301029995663981
COc1ccc2sc(NC(=O)c3ccc([N+](=O)[O-])cc3)nc2c1,2885.0,5.915
COc1cccc(C(=O)Nc2nc3ccc(OC)cc3s2)c1,10655.0,5.595
COc1cccc(C(=O)Nc2ncc(Cc3cccc(C(F)(F)F)c3)s2)c1,915.0,6.04
COc1cccc(C2CCCN2C(=O)c2cc(-c3ccc4c(c3)OCO4)on2)c1,45000.0,4.346787486224656
COc1cccc(F)c1C1CCCN1C(=O)c1cc(-c2ccc3c(c2)OCO3)on1,45000.0,4.346787486224656
COc1cccc(N2CCN(C(=O)c3cc(-c4ccc5c(c4)OCO5)on3)CC2)c1,45000.0,4.346787486224656
COc1cccc2c1CCC1(CCN(c3nnc(-c4nnn(CC(=O)O)n4)s3)CC1)O2,13.0,7.89
COc1ccccc1-c1cc(C(=O)N2CCC(c3ccccc3)CC2)no1,45000.0,4.346787486224656
COc1ccccc1-c1cc(C(=O)Nc2cnn(Cc3ccccc3)c2)no1,45000.0,4.346787486224656
COc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccc3)nn2)CC1,679.5,6.245
COc1ccccc1C1CCCN1C(=O)c1cc(-c2ccc3c(c2)OCO3)on1,45000.0,4.346787486224656
COc1ccccc1Cn1cc(NC(=O)c2cc(-c3ccccc3)on2)cn1,45000.0,4.346787486224656
COc1cccnc1C1CCCN1C(=O)c1cc(-c2ccc3c(c2)OCO3)on1,45000.0,4.346787486224656
COc1ccn(-c2nc(C)c(C(=O)NCc3ccccc3)s2)c(=O)c1,61.0,7.21
COc1ccncc1Cn1cc(NC(=O)c2cc(-c3ccccc3F)on2)cn1,45000.0,4.346787486224656
COc1ncc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,11.0,7.96
COc1ncc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)cn1,95.0,7.02
CS(=O)(=O)CC(c1ccccc1)n1cc(NC(=O)c2cc(-c3ccccc3)on2)cn1,45000.0,4.346787486224656
CS(=O)(=O)CCC(c1ccccc1)n1cc(NC(=O)c2cc(-c3ccccc3)on2)cn1,45000.0,4.346787486224656
CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccc(O)cc4)cc3)[nH]c2c1,2326.0,5.63
CS(=O)(=O)c1ccc2nc(-c3ccc(-c4cccc(Cl)c4)cc3)[nH]c2c1,15.0,7.82
CS(=O)(=O)c1ccc2nc(-c3ccc(-c4cccc(F)c4)cc3)[nH]c2c1,30.0,7.52
CS(=O)(=O)c1ccc2nc(-c3ccc(-c4cccc(O)c4)cc3)[nH]c2c1,342.0,6.47
CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccc4)cc3)[nH]c2c1,24.0,7.62
CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccc4Cl)cc3)[nH]c2c1,255.0,6.59
CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,27.0,7.57
CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccc4F)nc3)[nH]c2c1,19.0,7.72
CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccccn4)cc3)[nH]c2c1,1760.0,5.75
CS(=O)(=O)c1ccc2nc(-c3ccc(-c4cccs4)cc3)[nH]c2c1,231.0,6.64
CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccncc4)cc3)[nH]c2c1,4246.0,5.37
CS(=O)(=O)c1ccc2nc(-c3ccc(-c4ccoc4)cc3)[nH]c2c1,1705.0,5.77
CS(=O)(=O)c1ccn2cc(-c3ccc(-c4ccccc4)cc3)nc2c1,60.0,7.22
CS(=O)(=O)c1cnc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,113.0,6.95
CSCC(c1ccccc1)n1cc(NC(=O)c2cc(-c3ccccc3)on2)cn1,45000.0,4.346787486224656
CSCCC(c1ccccc1)n1cc(NC(=O)c2cc(-c3ccccc3)on2)cn1,45000.0,4.346787486224656
C[C@@H]1CCCN1C(=O)c1cc(-c2ccc3c(c2)OCO3)on1,45000.0,4.346787486224656
C[C@H]1CCCN1C(=O)c1cc(-c2ccc3c(c2)OCO3)on1,45000.0,4.346787486224656
C[S+]([O-])CC(c1ccccc1)n1cc(NC(=O)c2cc(-c3ccccc3)on2)cn1,45000.0,4.346787486224656
C[S+]([O-])CCC(c1ccccc1)n1cc(NC(=O)c2cc(-c3ccccc3)on2)cn1,45000.0,4.346787486224656
C[S+]([O-])c1ccc2nc(-c3ccc(-c4ccccc4F)cc3)[nH]c2c1,96.0,7.02
Cc1c(C(=O)N=C(N)N)ncn1Cc1ccc(Cl)cc1,217.0,6.66
Cc1c(NC(=O)c2cc(-c3ccco3)on2)cnn1Cc1ccc(Cl)c(Cl)c1,45000.0,4.346787486224656
Cc1cc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)ccn1,171.0,6.77
Cc1cc(C(=O)N2CCN(c3ccc(C(=O)NCCC4CC4)nn3)CC2)c(C(F)(F)F)o1,62.0,7.21
Cc1cc(C2CCCN2C(=O)c2cc(-c3ccc4c(c3)OCO4)on2)no1,45000.0,4.346787486224656
Cc1cc(C2CCCN2C(=O)c2cc(-c3ccc4c(c3)OCO4)on2)on1,45000.0,4.346787486224656
Cc1cc(C2CCCN2C(=O)c2cc(-c3ccco3)on2)on1,45000.0,4.346787486224656
Cc1cc(CNC(=O)c2sc(-n3cnn(Cc4ccc(F)cc4)c3=O)nc2C)[nH]n1,280.0,6.55
Cc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cc1,11.0,7.96
Cc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,2.0,8.7
Cc1ccc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)s1,6.0,8.22
Cc1ccc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)cc1,1000.0,6.0
Cc1ccc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)cn1,7.5,8.18
Cc1ccc(-c2ccc(N3CCC(n4ccc5ccc(F)cc54)CC3)nn2)s1,121.0,6.92
Cc1ccc(-c2nc3cnc(NCc4cccc(C(F)(F)F)c4)nc3n(CCC(N)=O)c2=O)cc1,9.6,8.02
Cc1ccc(CNC(=O)c2ccc(N3CCN(C(=O)c4ccccc4C(F)(F)F)CC3)nn2)o1,68.0,7.17
Cc1ccc(Cn2cnc3ccc(NC(=O)OCc4ccccc4)cc3c2=O)cc1C,790.0,6.1
Cc1ccc2c(c1)N(C1CCN(c3ccc(-c4cnn(C)c4)nn3)CC1)CC2,331.5,6.5
Cc1ccc2ccn(C3CCN(c4ccc(-c5cnn(C)c5)nn4)CC3)c2c1,286.0,6.54
Cc1cccc(C(=O)Nc2nc3ccccc3s2)c1,25365.0,5.220514997831991
Cc1cccc(C2CCCN2C(=O)c2cc(-c3ccc4c(c3)OCO4)on2)c1,45000.0,4.346787486224656
Cc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,0.44999999999999996,9.425
Cc1cccc2c1CCC1(CCN(c3ccc(C(=O)NCC(O)c4cccnc4)nn3)CC1)O2,3.5,8.61
Cc1cccc2c1CCC1(CCN(c3ncc(-c4nnn(CC(=O)O)n4)s3)CC1)O2,1.0,9.0
Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccc(F)cc3)nn2)CC1,13.5,7.98
Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3cccc(F)c3)nn2)CC1,8.5,8.09
Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccc3)nn2)CC1,15.0,7.82
Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccc3F)nn2)CC1,41.0,7.4399999999999995
Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccccn3)nn2)CC1,285.0,6.58
Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3cccnc3)nn2)CC1,28.0,7.55
Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3cccs3)nn2)CC1,34.5,7.48
Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccncc3)nn2)CC1,165.5,6.785
Cc1ccccc1C(=O)C1CCN(c2ccc(C(=O)NCC(O)c3ccsc3)nn2)CC1,14.0,7.915
Cc1ccccc1NCc1ccc(C(=O)Nc2nc(C(=O)O)cs2)cc1,10000.0,5.0
Cc1ccccc1NCc1ccc(C(=O)Nc2nc(CC(=O)O)cs2)cc1,14.0,7.85
Cc1ccccc1OC1CCN(c2nc(Cl)cn(C)c2=O)CC1,550.0,6.26
Cc1ccccc1S(=O)(=O)N1CCN(c2ccc(C(=O)NCc3ccccc3)nn2)CC1,19740.0,4.71
Cc1ccn(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)n1,126.0,6.9
Cc1ccn(-c2nc(C)c(C(=O)NCc3ccccc3)s2)c(=O)c1,191.0,6.72
Cc1ccncc1Cn1cc(NC(=O)c2cc(-c3ccccc3F)on2)cn1,45000.0,4.346787486224656
Cc1cn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)cn1,9.0,8.05
Cc1cn(-c2ccc(N3CCC(N4CCc5ccccc54)CC3)nn2)cn1,76.0,7.12
Cc1cn(-c2ccc(N3CCC(c4noc5cc(F)ccc45)CC3)nn2)cn1,257.0,6.59
Cc1cn(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)cn1,65.0,7.19
Cc1cn(-c2ccc(N3CCC(n4ccc5ccccc54)CC3)nn2)cn1,86.0,7.07
Cc1cnc(-c2cc(C(=O)Nc3cnn(Cc4ccccc4)c3)no2)s1,45000.0,4.346787486224656
Cc1cnc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)s1,12.0,7.92
Cc1cnc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)s1,9.0,8.05
Cc1cnc(CNC(=O)c2ccc(N3CCN(C(=O)c4ccccc4C(F)(F)F)CC3)nn2)cn1,2249.0,5.65
Cc1cnc(CNC(=O)c2sc(-n3cnn(Cc4ccc(F)cc4)c3=O)nc2C)cn1,194.0,6.71
Cc1cnc(N2CCC(Oc3cc(F)ccc3Cl)CC2)nn1,100.0,7.0
Cc1cnccc1-c1cc(C(=O)Nc2cnn(Cc3ccccc3)c2)no1,45000.0,4.346787486224656
Cc1cnn(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)c1,17.0,7.8
Cc1cnn(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)c1,12.0,7.92
Cc1cnnc(N2CCC(Oc3cc(C(F)(F)F)ccc3Cl)CC2)n1,300.0,6.52
Cc1cnnc(N2CCC(Oc3cc(F)ccc3Cl)CC2)n1,100.0,7.0
Cc1cnnc(N2CCC(Oc3ccccc3Cl)CC2)n1,650.0,6.19
Cc1cnoc1C1CCCN1C(=O)c1cc(-c2ccc3c(c2)OCO3)on1,45000.0,4.346787486224656
Cc1csc(-c2cc(C(=O)Nc3cnn(Cc4ccccc4)c3)no2)n1,45000.0,4.346787486224656
Cc1csc(-c2ccc(N3CCC(N4CCc5ccc(F)cc54)CC3)nn2)n1,2.0,8.7
Cc1csc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)c1,118.0,6.925000000000001
Cc1csc(-c2ccc(N3CCC(c4noc5ccc(F)cc45)CC3)nn2)n1,21.0,7.68
Cc1csc(NC(=O)N2CCC(CNc3ccccc3C(F)(F)F)CC2)n1,30.0,7.52
Cc1csc(NC(=O)c2ccc(CNc3ccc(Cl)cc3)cc2)n1,760.0,6.12
Cc1csc(NC(=O)c2ccc(CNc3cccc(Cl)c3)cc2)n1,18.0,7.75
Cc1csc(NC(=O)c2ccc(CNc3ccccc3)cc2)n1,95.0,7.02
Cc1csc(NC(=O)c2ccc(CNc3ccccc3C(=O)O)cc2)n1,3600.0,5.44
Cc1csc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)cc2)n1,4.1,8.39
Cc1csc(NC(=O)c2ccc(CNc3ccccc3C(F)(F)F)s2)n1,9.7,8.01
Cc1csc(NC(=O)c2ccc(CNc3ccccc3C)cc2)n1,6.4,8.19
Cc1csc(NC(=O)c2ccc(CNc3ccccc3C)cn2)n1,46.0,7.34
Cc1csc(NC(=O)c2ccc(CNc3ccccc3C)nc2)n1,310.0,6.51
Cc1csc(NC(=O)c2ccc(CNc3ccccc3Cl)cc2)n1,9.2,8.04
Cc1csc(NC(=O)c2ccc(COc3ccccc3Cl)cc2)n1,150.0,6.82
Cc1nc(-c2cn(Cc3ccccc3)nn2)sc1C(=O)NCc1ccccc1,9983.0,5.0
Cc1nc(-c2cnc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)s2)no1,39.0,7.41
Cc1nc(-c2cncc(Cc3ccccc3)n2)sc1C(=O)NCc1ccccc1,618.0,6.21
Cc1nc(-c2n[nH]c(Cc3ccccc3)n2)sc1C(=O)NCc1ccccc1,236.0,6.63
Cc1nc(-c2noc(Cc3ccccc3)n2)sc1C(=O)NCc1ccccc1,1925.0,5.72
Cc1nc(-n2cc(Cc3ccccc3)nn2)sc1C(=O)NCc1ccccc1,675.0,6.17
Cc1nc(-n2ccc(-c3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,2578.0,5.59
Cc1nc(-n2ccc(C(F)(F)F)cc2=O)sc1C(=O)NCc1ccccc1,1510.0,5.82
Cc1nc(-n2ccc(C3CC3)cc2=O)sc1C(=O)NCc1ccccc1,458.0,6.34
Cc1nc(-n2ccc(CCc3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,50.0,7.3
Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCC1CC1,1692.0,5.77
Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCCC1CC1,783.0,6.11
Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCCc1ccc(F)cc1,121.0,6.92
Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccc(F)c(F)c1,48.0,7.32
Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccc(F)cc1,30.0,7.52
Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1cccc(F)c1,137.0,6.86
Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccccc1,34.0,7.47
Cc1nc(-n2ccc(O)cc2=O)sc1C(=O)NCc1ccncc1,1000.0,6.0
Cc1nc(-n2ccc(OCC3CCCO3)cc2=O)sc1C(=O)NCc1ccccc1,329.0,6.48
Cc1nc(-n2ccc(OCCC3CC3)cc2=O)sc1C(=O)NCc1ccccc1,12.0,7.92
Cc1nc(-n2ccc(OCc3ccccc3)cc2=O)sc1C(=O)NCc1ccccc1,26.0,7.58
Cc1nc(-n2ccc(OCc3cscn3)cc2=O)sc1C(=O)NCc1ccccc1,55.0,7.26
Cc1nc(-n2ccccc2=O)sc1C(=O)NCc1ccccc1,2536.0,5.6
Cc1nc(-n2cnn(C(C)c3ccc(F)cc3)c2=O)sc1C(=O)NCc1ccccn1,66.0,7.18
Cc1nc(-n2cnn(CC3CC3(F)F)c2=O)sc1C(=O)NCc1cccnc1,306.0,6.51
Cc1nc(-n2cnn(CC3CC3)c2=O)sc1C(=O)NCc1cccnc1,140.0,6.85
Cc1nc(-n2cnn(CCCC(F)(F)F)c2=O)sc1C(=O)NCc1cccnc1,398.0,6.4
Cc1nc(-n2cnn(CCOc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cccnc1,9.0,8.05
Cc1nc(-n2cnn(Cc3cc(F)cc(F)c3)c2=O)sc1C(=O)NCc1cccnc1,125.0,6.9
Cc1nc(-n2cnn(Cc3ccc(C(F)(F)F)cc3)c2=O)sc1C(=O)NCc1ccccn1,227.0,6.64
Cc1nc(-n2cnn(Cc3ccc(C(F)(F)F)cc3)c2=O)sc1C(=O)NCc1cccnc1,46.0,7.34
Cc1nc(-n2cnn(Cc3ccc(C(F)(F)F)o3)c2=O)sc1C(=O)NCc1cccnc1,8.0,8.1
Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cc[nH]n1,105.0,6.98
Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1ccccn1,67.0,7.17
Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cccnc1,268.0,6.57
Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cn(C)cn1,504.0,6.3
Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cnn(C)c1,477.0,6.32
Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1cocn1,39.0,7.41
Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1ncco1,214.0,6.67
Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(=O)NCc1nccs1,9.0,8.05
Cc1nc(-n2cnn(Cc3ccc(F)cc3)c2=O)sc1C(N)=O,945.0,6.03
Cc1nc(N2CCN(CC3CC3)C2=O)sc1C(=O)NCc1cccnc1,63.0,7.2
Cc1nc(N2CCN(CC3CCCCC3)C2=O)sc1C(=O)NCc1cccnc1,135.0,6.87
Cc1nc(N2CCN(CCCc3ccccc3)C2=O)sc1C(=O)NCc1cccnc1,8.0,8.1
Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)NCc1ccccn1,40.0,7.4
Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)NCc1cccnc1,10.0,8.0
Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(=O)NCc1ncco1,95.0,7.02
Cc1nc(N2CCN(Cc3ccc(F)cc3)C2=O)sc1C(N)=O,55.0,7.26
Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1ccc(F)cc1,194.0,6.71
Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1cccc(F)c1,219.0,6.66
Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1ccccc1,53.0,7.28
Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1ccccn1,158.0,6.8
Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1cccnc1,524.0,6.28
Cc1nc(N2CCN(Cc3ccccc3)C2=O)sc1C(=O)NCc1ccncc1,656.0,6.18
Cc1nc(N2C[C@@H](Cc3ccccc3)NC2=O)sc1C(=O)NCc1ccccc1,2175.0,5.66
Cc1nc(NC(=O)Cc2ccccc2)sc1C(=O)NCc1ccccc1,2677.0,5.57
Cc1nc(OCCCOc2cc(F)ccc2Br)sc1-c1nnn(CC(=O)O)n1,20500.0,4.69
Cc1nc2ccc(NCc3cccc(C(F)(F)F)c3)cc2n(CCNC(=O)C(O)CO)c1=O,68.0,7.17
Cc1nc2ccc(NCc3cccc(C(F)(F)F)c3)cc2n(CCNC(=O)CO)c1=O,6.1,8.21
Cc1nc2ccc(NCc3cccc(C(F)(F)F)c3)cc2n(CCNC(N)=O)c1=O,1000.0,6.0
Cc1nc2nc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)sc2c(=O)[nH]1,59.0,7.23
Cc1ncc(-c2cc(C(=O)Nc3cnn(Cc4cccc(F)c4)c3)no2)o1,990.0,6.0
Cc1ncc(-c2cc(C(=O)Nc3cnn(Cc4ccccc4)c3)no2)o1,11000.0,4.96
Cc1ncc(-c2cc(C(=O)Nc3cnn(Cc4ccccc4)c3)no2)s1,45000.0,4.346787486224656
Cc1ncc(CNC(=O)c2sc(-n3cnn(Cc4ccc(F)cc4)c3=O)nc2C)s1,32.0,7.5
Cc1ncc2sc(N3CCC(Oc4ccccc4C(F)(F)F)CC3)nc2n1,182.0,6.74
